RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
6808.0,15677739.0,Dellucci,,France,Male,36.0,6,0.0,2.0,1,0,32845.32,0,0,1,DIAMOND,504
6809.0,15720134.0,Reynolds,709,Germany,Male,30.0,9,115479.48,2.0,1,1,134732.99,0,0,2,DIAMOND,488
6810.0,15688868.0,Birdsall,684,France,Female,26.0,5,87098.91,1.0,0,0,106095.82,0,0,5,PLATINUM,894
6811.0,15642996.0,Tsai,546,Germany,Female,42.0,9,86351.85,2.0,1,0,57380.13,0,0,2,GOLD,544
,15771222.0,Oguejiofor,779,France,Female,42.0,5,0.0,2.0,0,0,25951.91,,0,1,SILVER,530
6813.0,15605059.0,Mackie,576,Germany,Male,63.0,3,148843.56,1.0,1,0,69414.13,1,1,2,DIAMOND,930
6814.0,15568088.0,Jamieson,481,Germany,Male,44.0,3,163714.52,1.0,1,0,96123.72,0,0,5,PLATINUM,530
6815.0,15665943.0,Mai,445,France,Male,25.0,6,0.0,2.0,1,0,119425.94,0,0,3,GOLD,419
6816.0,15795571.0,Patterson,606,Spain,Male,36.0,0,94153.56,1.0,0,1,120138.27,0,0,3,DIAMOND,937
6817.0,15662243.0,Taylor,559,France,Male,50.0,5,162702.35,1.0,0,0,150548.5,invalid_value,1,3,DIAMOND,815
6818.0,15593128.0,Vinogradoff,608,France,Female,56.0,10,129255.2,2.0,1,0,142492.04,1,1,2,PLATINUM,281
6819.0,15589739.0,North,698,France,Male,41.0,3,90605.29,1.0,1,1,14357.0,0,invalid_value,5,SILVER,444
6820.0,15787602.0,Carter,568,Spain,Male,39.0,5,0.0,2.0,1,1,129569.92,0,0,4,SILVER,594
6821.0,15685019.0,Graham,528,France,Male,29.0,3,102787.42,1.0,1,0,55972.56,0,0,4,GOLD,751
6822.0,15704209.0,Noble,802,France,Female,39.0,invalid_value,120145.96,2.0,0,1,59497.01,1,1,5,GOLD,327
6823.0,15605264.0,Walker,669,Germany,Male,47.0,0,63723.78,2.0,1,1,181928.25,0,0,1,DIAMOND,316
6824.0,15708265.0,Chibugo,581,Spain,Female,24.0,10,159203.71,1.0,1,1,102517.83,1,1,4,DIAMOND,766
6825.0,15740264.0,Yobachi,640,France,Male,38.0,9,0.0,2.0,1,0,88827.67,0,0,2,GOLD,812
6826.0,15615477.0,Ignatyeva,529,Spain,Female,44.0,1,0.0,2.0,0,0,14161.3,0,0,4,DIAMOND,786
6827.0,15727361.0,Chiemela,547,France,Female,51.0,1,0.0,2.0,1,1,56908.41,0,0,2,SILVER,868
6828.0,15760216.0,Pokrovskaya,718,France,Female,49.0,10,0.0,1.0,1,0,184474.72,1,1,2,PLATINUM,692
6829.0,15806134.0,Storey,707,Germany,Male,34.0,9,162691.16,2.0,1,0,94912.78,0,0,3,SILVER,
6830.0,15601351.0,Moroney,735,France,Male,43.0,9,127806.91,1.0,1,1,73069.59,0,0,2,GOLD,895
6831.0,15669262.0,Maslov,765,France,Male,43.0,9,157960.49,2.0,0,0,136602.8,0,0,1,PLATINUM,335
6832.0,15696989.0,Chukwueloka,469,Germany,Female,52.0,8,139493.25,3.0,0,0,150093.32,1,1,4,GOLD,642
6833.0,15688498.0,Chu,594,Germany,Female,21.0,2,87096.82,2.0,1,0,168186.11,0,0,1,SILVER,923
6834.0,15686964.0,Spence,675,France,Female,34.0,10,84944.58,1.0,0,0,146230.63,0,0,1,PLATINUM,248
6835.0,15625035.0,Mills,,France,Male,50.0,8,160139.59,2.0,1,1,79314.1,0,0,2,PLATINUM,635
6836.0,15618391.0,Doyle,810,France,Male,33.0,6,0.0,2.0,1,1,77965.67,0,0,4,DIAMOND,520
6837.0,15591344.0,Donnelly,715,Spain,Male,42.0,6,0.0,2.0,1,1,128745.69,0,0,4,SILVER,289
6838.0,15605455.0,Tai,664,France,Male,40.0,9,0.0,2.0,1,0,194767.3,0,0,5,SILVER,354
6839.0,15680804.0,Abbott,850,invalid_value,Male,29.0,6,0.0,2.0,1,1,10672.54,0,0,1,GOLD,508
6840.0,15768282.0,Perez,724,,Male,36.0,6,94615.11,2.0,1,1,10627.21,0,0,3,GOLD,607
6841.0,15685826.0,Hsiung,563,France,Male,30.0,7,90727.79,1.0,1,0,122268.75,0,0,2,SILVER,599
6842.0,15793491.0,Cherkasova,714,Germany,Male,26.0,3,119545.48,2.0,1,0,65482.94,0,0,3,PLATINUM,276
6843.0,15797787.0,Denisov,614,France,Male,36.0,1,,1.0,1,0,146134.68,0,0,4,DIAMOND,709
6844.0,15611171.0,Fowler,740,France,Male,33.0,1,129574.98,1.0,1,1,123300.38,0,0,3,GOLD,506
6845.0,15601627.0,Siciliano,587,France,Male,33.0,8,148163.57,1.0,0,0,122925.4,0,0,3,DIAMOND,454
6846.0,15734085.0,Crocker,465,Germany,Male,24.0,5,117154.9,1.0,1,1,127744.02,0,0,3,GOLD,532
invalid_value,15809309.0,Longo,689,Spain,Female,40.0,5,154251.67,1.0,0,1,118319.5,0,0,3,PLATINUM,561
6848.0,15809462.0,Polyakova,656,France,Male,30.0,3,0.0,2.0,0,1,17104.0,0,0,1,PLATINUM,320
6849.0,15634628.0,Brown,579,France,Female,33.0,1,65667.79,2.0,0,0,164608.98,0,0,2,GOLD,877
6850.0,15775678.0,invalid_value,716,France,Female,44.0,1,0.0,1.0,1,1,152108.47,0,0,4,GOLD,453
6851.0,15579526.0,O'Meara,551,France,Male,42.0,1,50194.59,1.0,1,1,23399.58,0,0,1,PLATINUM,621
6852.0,15779103.0,Cantamessa,527,Germany,Female,39.0,9,96748.89,2.0,1,0,94711.43,0,0,2,SILVER,534
6853.0,15738715.0,Alexander,600,France,Female,37.0,4,0.0,3.0,,0,,1,1,3,PLATINUM,264
6854.0,15593943.0,Chinagorom,685,France,Female,43.0,1,132667.17,1.0,1,1,41876.98,0,0,3,PLATINUM,943
invalid_value,invalid_value,Tomlinson,738,Spain,Male,36.0,5,0.0,2.0,1,1,96881.32,0,0,1,GOLD,856
6856.0,15737814.0,Lo,622,France,Male,41.0,2,127087.06,1.0,1,0,102402.91,1,1,2,GOLD,675
6857.0,15670889.0,Nwachukwu,528,France,Male,34.0,1,125566.9,invalid_value,1,1,176763.27,,0,5,PLATINUM,777
6858.0,15629299.0,Yang,546,Germany,Female,52.0,1,106074.89,1.0,1,1,23548.45,1,1,3,PLATINUM,579
6859.0,15771569.0,Bage,576,Germany,Male,46.0,4,137367.94,1.0,1,1,33450.11,0,0,4,DIAMOND,513
6860.0,15811927.0,Marcelo,733,France,Female,38.0,3,157658.36,,0,0,19658.43,0,0,2,DIAMOND,412
6861.0,15785654.0,Ofodile,727,Germany,Male,45.0,6,114422.85,2.0,1,1,104678.78,1,1,5,PLATINUM,346
6862.0,15665524.0,Savage,605,Spain,Male,41.0,5,103154.66,1.0,0,0,143203.78,0,0,1,GOLD,380
6863.0,15736287.0,Piccio,586,France,Male,33.0,invalid_value,0.0,1.0,1,0,6975.02,0,0,5,DIAMOND,871
6864.0,15765732.0,Simmons,564,Spain,Female,24.0,6,149592.14,1.0,1,1,153771.8,0,0,2,GOLD,301
6865.0,15797381.0,DeRose,593,Germany,Female,48.0,3,133903.12,2.0,1,1,85902.39,1,1,5,,593
6866.0,15598536.0,Onuchukwu,736,Germany,Female,26.0,0,84587.9,1.0,0,1,188037.76,0,0,5,DIAMOND,879
6867.0,15664506.0,Goodwin,675,Spain,Male,32.0,8,197436.82,1.0,1,1,52710.7,0,0,3,DIAMOND,236
6868.0,15575619.0,Teakle,656,Spain,Female,32.0,1,104254.27,1.0,1,1,17034.37,0,0,3,PLATINUM,715
6869.0,15587394.0,Thomson,462,France,Male,39.0,4,140133.08,2.0,0,0,131304.45,0,0,1,SILVER,627
6870.0,15654457.0,Cross,685,Spain,Female,30.0,2,0.0,3.0,1,1,172576.43,1,1,5,PLATINUM,
6871.0,15762793.0,Jones,850,Germany,Female,36.0,,136980.23,2.0,1,1,99019.65,0,0,5,SILVER,416
6872.0,15658067.0,Walker,636,Germany,Female,48.0,3,120568.41,1.0,1,0,190160.04,1,1,2,,981
6873.0,15642816.0,De Salis,850,France,Female,27.0,7,43658.33,2.0,1,1,3025.49,0,0,4,PLATINUM,585
6874.0,15693088.0,Oliver,628,France,Female,37.0,9,0.0,2.0,1,1,34689.77,0,0,1,PLATINUM,757
6875.0,15793883.0,Lo Duca,798,France,Male,28.0,3,0.0,2.0,1,0,invalid_value,0,0,2,GOLD,632
6876.0,15665283.0,Brookes,610,France,Female,57.0,7,72092.95,4.0,0,1,113228.82,1,1,2,GOLD,900
6877.0,15680421.0,Challis,591,France,Female,42.0,10,0.0,2.0,0,0,171099.22,0,0,5,GOLD,260
6878.0,15695148.0,Ibeabuchi,614,Spain,Female,37.0,9,0.0,2.0,,1,62023.1,0,0,2,SILVER,639
6879.0,15636592.0,Iroawuchi,651,France,Male,35.0,0,181821.96,2.0,0,1,36923.67,1,1,5,PLATINUM,539
6880.0,15772618.0,Tyler,665,France,Male,25.0,7,90920.75,1.0,0,1,112256.57,0,0,2,GOLD,611
6881.0,15724453.0,Fan,570,France,Male,23.0,2,0.0,1.0,0,0,198830.98,0,0,4,DIAMOND,534
6882.0,15565878.0,Bates,631,Spain,Male,29.0,3,0.0,2.0,1,1,invalid_value,0,0,3,DIAMOND,463
6883.0,15609160.0,Marsden,586,France,Male,32.0,1,0.0,2.0,0,0,31635.99,0,0,5,GOLD,934
6884.0,15678460.0,Dodgshun,691,France,Male,30.0,9,0.0,1.0,1,0,49594.02,0,0,1,GOLD,789
6885.0,15662571.0,Maclean,639,France,Male,35.0,8,0.0,2.0,1,invalid_value,170483.9,0,0,3,DIAMOND,441
6886.0,15606849.0,Blackall,698,France,Female,27.0,1,94920.71,1.0,1,1,40339.9,0,0,1,DIAMOND,701
6887.0,15670738.0,Mazzanti,733,Germany,Male,45.0,2,113939.36,2.0,1,0,3218.71,0,0,1,PLATINUM,995
6888.0,15662641.0,Amadi,850,France,Male,19.0,8,0.0,1.0,1,1,68569.89,0,0,3,GOLD,615
6889.0,15727539.0,Schoenheimer,618,France,Female,31.0,4,0.0,2.0,1,0,29176.04,0,0,1,DIAMOND,690
6890.0,15651020.0,Fiorentino,473,France,Female,25.0,6,110666.42,2.0,0,0,46758.42,0,0,3,SILVER,442
6891.0,15673877.0,Murray,490,France,Male,39.0,1,0.0,,1,0,171060.01,1,1,3,PLATINUM,506
6892.0,15760865.0,Fan,754,Germany,Female,48.0,7,141819.02,1.0,1,0,93550.53,1,,5,DIAMOND,671
6893.0,15705009.0,Cartwright,649,France,Female,56.0,8,156974.26,1.0,1,0,89405.26,1,1,4,SILVER,927
6894.0,15657540.0,Cremonesi,578,France,Male,50.0,5,151215.34,2.0,1,0,169804.4,0,0,4,PLATINUM,623
6895.0,15707441.0,White,690,Spain,Male,26.0,8,116318.23,1.0,1,1,83253.05,0,0,2,PLATINUM,713
6896.0,15694765.0,Sabbatini,610,Germany,Male,49.0,invalid_value,113882.33,1.0,1,0,195813.81,1,1,1,GOLD,441
6897.0,15649086.0,Patterson,596,France,Male,42.0,7,0.0,2.0,1,1,121568.37,0,0,5,GOLD,567
6898.0,15650488.0,Bromley,492,France,Female,48.0,6,127253.98,1.0,1,1,92144.09,1,1,3,SILVER,681
6899.0,15760924.0,Doherty,575,Spain,Male,41.0,2,100062.39,1.0,0,0,126307.25,0,0,1,GOLD,599
6900.0,15700263.0,Ifeatu,569,France,Male,66.0,2,0.0,1.0,1,0,130784.2,1,1,1,DIAMOND,
6901.0,15806922.0,Bergamaschi,674,Spain,Female,41.0,4,126605.14,invalid_value,1,1,166694.93,0,0,2,GOLD,595
6902.0,15637522.0,Shubina,507,France,Female,31.0,0,106942.08,1.0,0,1,44001.11,0,0,2,PLATINUM,817
6903.0,15636548.0,Lung,457,Spain,Male,44.0,7,0.0,2.0,0,0,185992.36,0,0,4,PLATINUM,717
6904.0,15566891.0,Kinder,584,Germany,Female,41.0,3,88594.93,1.0,1,0,178997.89,0,0,3,SILVER,822
6905.0,15627185.0,Terry,744,Germany,Male,29.0,6,123737.04,2.0,1,0,141558.04,0,0,3,DIAMOND,916
6906.0,15754012.0,Shepherdson,687,France,Female,35.0,1,110752.15,2.0,1,1,47921.22,0,0,5,GOLD,529
6907.0,15627514.0,Short,688,Spain,Female,46.0,3,0.0,2.0,0,1,104902.68,0,0,2,PLATINUM,752
,15661433.0,Zetticci,519,France,Male,34.0,5,0.0,1.0,1,0,68479.6,0,0,2,PLATINUM,668
6909.0,15610653.0,Belov,733,Spain,Female,38.0,5,0.0,2.0,1,1,1271.51,0,0,2,PLATINUM,770
6910.0,15667002.0,Knight,666,Spain,Male,43.0,5,0.0,2.0,1,0,29346.1,0,0,2,SILVER,464
6911.0,15709199.0,Burson,511,Spain,Female,40.0,1,0.0,1.0,1,1,184118.73,0,0,3,PLATINUM,534
6912.0,15710087.0,Nicholls,705,Germany,Female,54.0,3,125889.3,3.0,1,0,invalid_value,1,1,2,PLATINUM,674
6913.0,15679884.0,Hs?eh,544,France,Male,48.0,10,78314.63,3.0,1,1,103713.93,1,1,5,PLATINUM,403
6914.0,15784180.0,Ku,564,France,Female,36.0,7,206329.65,1.0,1,1,46632.87,1,1,2,PLATINUM,929
6915.0,15808849.0,T'ien,702,France,Male,40.0,7,145536.9,1.0,0,1,135334.24,0,0,3,DIAMOND,715
6916.0,15751549.0,H?,658,Germany,Male,31.0,2,77082.65,2.0,0,0,13482.28,0,0,4,PLATINUM,620
6917.0,15588235.0,Vasilieva,654,France,Female,24.0,8,145081.73,1.0,1,1,130075.07,0,0,3,PLATINUM,814
6918.0,15640418.0,Omeokachie,649,Germany,Female,41.0,4,115897.73,1.0,1,0,143544.48,0,0,3,GOLD,536
6919.0,15721116.0,Napolitano,597,Spain,Male,24.0,0,108058.07,2.0,1,1,187826.11,0,0,3,PLATINUM,676
6920.0,15599084.0,Hopwood,782,France,Male,33.0,7,191523.09,1.0,1,1,167058.75,0,0,4,DIAMOND,763
6921.0,15773394.0,Bergamaschi,644,France,Male,38.0,3,0.0,2.0,1,1,79928.41,0,0,4,SILVER,554
6922.0,15625713.0,Lindeman,679,Spain,Female,39.0,7,91187.9,1.0,0,1,6075.36,0,0,4,PLATINUM,631
6923.0,15766417.0,McKinley,678,France,Female,60.0,2,0.0,2.0,1,1,43821.56,0,0,4,SILVER,394
6924.0,15622578.0,Sergeyev,806,France,Male,34.0,5,113958.55,1.0,0,1,32125.98,0,0,3,DIAMOND,873
6925.0,15799924.0,Sanchez,668,Spain,Male,43.0,1,147167.25,1.0,0,0,141679.73,0,0,1,DIAMOND,431
6926.0,15618363.0,Muomelu,659,Germany,Male,29.0,9,82916.48,1.0,1,1,84133.48,0,0,5,SILVER,652
6927.0,15637138.0,Murray,660,France,Male,34.0,1,0.0,2.0,1,0,9692.58,,0,3,DIAMOND,853
6928.0,15781665.0,Ibekwe,601,France,Female,37.0,5,0.0,1.0,0,,20708.6,0,0,2,GOLD,987
6929.0,15804853.0,McVey,781,France,Female,48.0,0,57098.96,1.0,1,0,85644.06,1,1,1,DIAMOND,646
6930.0,15651627.0,White,628,Germany,Male,39.0,1,115341.19,1.0,1,1,107674.3,1,1,4,SILVER,887
6931.0,15680685.0,Patterson,751,France,Male,30.0,3,165257.2,1.0,0,0,134822.05,0,0,5,GOLD,485
6932.0,15808930.0,Mai,531,France,Female,37.0,1,0.0,1.0,1,0,4606.97,0,0,1,GOLD,427
6933.0,15570970.0,Han,647,France,Female,42.0,9,0.0,2.0,1,1,51362.82,0,0,1,DIAMOND,358
6934.0,15679961.0,Davidson,708,Spain,Male,46.0,7,68799.72,1.0,1,1,39704.14,0,0,5,PLATINUM,287
6935.0,15705458.0,Parkin,550,Spain,Male,39.0,2,116120.19,2.0,1,1,195638.13,0,0,1,GOLD,805
6936.0,,McKissick,670,France,Male,33.0,1,0.0,2.0,1,1,86413.11,0,0,3,DIAMOND,898
6937.0,15679928.0,Horsfall,592,France,Female,31.0,invalid_value,84102.11,2.0,0,1,116385.24,0,0,1,PLATINUM,677
invalid_value,15711181.0,Clapp,589,France,Female,50.0,4,0.0,2.0,0,1,182076.97,0,0,4,PLATINUM,441
6939.0,15698324.0,Azikiwe,725,France,Female,33.0,4,invalid_value,1.0,1,1,67879.8,0,0,3,DIAMOND,446
6940.0,15807433.0,Zubarev,570,France,Female,43.0,9,0.0,2.0,0,1,11417.26,0,0,5,SILVER,236
6941.0,15636590.0,Pisano,575,France,Male,46.0,1,0.0,invalid_value,1,1,65998.26,0,0,3,PLATINUM,725
6942.0,15628950.0,Coates,501,Germany,Male,25.0,6,104013.79,1.0,1,0,114774.35,0,0,5,PLATINUM,629
6943.0,15617206.0,Trentino,431,Germany,Male,42.0,8,120822.86,2.0,1,0,126153.24,0,0,5,GOLD,712
6944.0,15603741.0,MacDonnell,719,Spain,Male,40.0,4,128389.12,1.0,1,1,176091.31,0,0,1,DIAMOND,979
6945.0,15742607.0,Ermakov,850,Germany,Male,36.0,7,102800.72,1.0,1,1,87352.43,0,0,1,DIAMOND,471
6946.0,15747821.0,K?,554,Germany,Female,31.0,6,135470.9,1.0,1,0,107074.81,0,0,3,DIAMOND,382
6947.0,15612043.0,Hammonds,418,France,Male,36.0,7,90145.04,1.0,1,1,69157.93,0,0,5,SILVER,995
6948.0,15809558.0,Peppin,715,Spain,Male,31.0,7,0.0,1.0,1,1,149970.59,0,0,1,PLATINUM,707
6949.0,15803750.0,Ball,750,Spain,Female,33.0,3,161801.47,1.0,0,1,153288.97,1,1,1,PLATINUM,263
6950.0,,Yeh,766,Germany,Male,37.0,2,99660.13,2.0,0,1,147700.78,0,0,2,GOLD,498
6951.0,15667392.0,L?,652,Spain,Female,38.0,6,123081.84,2.0,,1,188657.97,0,0,5,PLATINUM,305
6952.0,15738889.0,Shih,658,France,Male,42.0,8,102870.93,1.0,0,1,103764.55,1,1,4,PLATINUM,811
6953.0,15598838.0,Greco,659,France,Female,37.0,1,151105.68,1.0,1,1,140934.57,0,0,5,SILVER,781
6954.0,15579109.0,Napolitano,574,Germany,Male,35.0,5,163856.76,1.0,1,1,15118.2,0,0,5,PLATINUM,679
6955.0,15799042.0,Zaytseva,611,France,Male,38.0,7,0.0,1.0,1,1,63202.0,0,0,2,DIAMOND,447
6956.0,15697042.0,Genovesi,738,Spain,Male,35.0,8,127290.61,1.0,1,0,16081.62,0,0,2,SILVER,620
6957.0,15696605.0,Angelo,571,France,Male,49.0,4,180614.04,1.0,0,0,523.0,0,0,3,DIAMOND,651
6958.0,15802274.0,Waters,686,France,Female,44.0,7,55053.62,1.0,1,0,181757.19,0,0,3,DIAMOND,495
6959.0,15596808.0,Maclean,679,Spain,Male,33.0,invalid_value,96110.22,1.0,1,0,1173.23,0,0,2,SILVER,681
6960.0,15705403.0,Seleznyova,617,Spain,Female,46.0,3,106521.49,1.0,0,1,,0,0,4,DIAMOND,693
6961.0,15732903.0,Fontenot,673,France,Male,39.0,7,82255.51,2.0,1,0,109545.56,0,0,4,PLATINUM,984
6962.0,15581968.0,Reid,745,France,Female,33.0,1,0.0,2.0,1,1,174431.01,0,0,1,DIAMOND,552
6963.0,15683892.0,Fraser,677,Germany,Female,26.0,3,102395.79,1.0,1,0,119368.99,0,0,3,GOLD,754
6964.0,15595447.0,Tuan,613,Spain,Male,39.0,8,118201.41,1.0,1,0,23315.59,0,0,1,DIAMOND,333
6965.0,15569249.0,Howarth,576,France,Female,55.0,6,44582.07,3.0,0,1,67539.85,1,1,3,GOLD,619
6966.0,15656188.0,Davis,584,Spain,Female,30.0,5,0.0,2.0,1,1,185201.58,0,0,2,SILVER,564
6967.0,15689661.0,Gorbunov,663,France,Male,22.0,,0.0,2.0,0,1,131827.15,invalid_value,0,4,PLATINUM,476
6968.0,15644934.0,Gentry,466,France,Male,26.0,9,105522.06,1.0,1,0,10842.46,0,0,4,SILVER,887
6969.0,15721793.0,Chiu,510,Germany,Female,50.0,7,123936.54,1.0,1,1,23768.01,0,0,5,DIAMOND,769
6970.0,15687413.0,Sunderland,619,Spain,Female,38.0,6,0.0,2.0,1,1,117616.29,0,0,5,GOLD,968
6971.0,15761286.0,Fan,696,Germany,Female,66.0,7,119499.42,2.0,1,1,174027.3,0,0,3,PLATINUM,601
6972.0,15658240.0,Parry,554,France,,44.0,9,135814.7,2.0,0,0,115091.38,0,0,4,SILVER,494
6973.0,15706232.0,Niu,595,France,Male,52.0,9,0.0,1.0,1,1,106340.66,1,1,4,GOLD,479
6974.0,15583394.0,Zuyev,659,Germany,Male,39.0,8,106259.63,2.0,1,1,198103.32,0,0,3,PLATINUM,296
6975.0,15715643.0,Ijendu,662,France,Male,44.0,8,0.0,2.0,1,1,175314.87,0,0,2,DIAMOND,241
6976.0,15644856.0,Bird,556,Spain,Male,38.0,2,115463.16,1.0,1,0,150679.65,0,0,,SILVER,350
6977.0,15785488.0,Palmer,701,Spain,Female,39.0,9,0.0,2.0,invalid_value,1,110043.88,0,0,1,GOLD,693
6978.0,15711571.0,Y?,587,Spain,Male,42.0,5,120233.83,1.0,1,0,194890.33,0,0,4,PLATINUM,736
6979.0,15778604.0,Nicholson,571,France,Female,47.0,7,0.0,2.0,0,0,112366.98,0,0,5,SILVER,489
6980.0,15751180.0,Adams,539,France,Female,40.0,7,81132.21,1.0,1,0,167289.82,0,0,5,GOLD,235
6981.0,15748360.0,Cocci,644,Germany,Female,34.0,10,122196.99,2.0,1,1,182099.71,0,0,4,DIAMOND,530
6982.0,15770039.0,Kuo,572,Germany,Male,invalid_value,4,112290.22,1.0,,0,49373.97,1,1,5,GOLD,368
6983.0,15685096.0,Trevisani,753,France,Female,50.0,4,0.0,2.0,1,1,861.4,0,0,5,PLATINUM,464
6984.0,15669501.0,Kuo,706,France,Male,35.0,5,0.0,2.0,1,1,81718.37,0,0,2,SILVER,712
6985.0,15622631.0,H?,588,France,Male,44.0,8,154409.74,1.0,1,0,49324.03,1,1,1,DIAMOND,736
6986.0,15586699.0,Thomson,825,France,Male,32.0,9,0.0,,0,0,9751.03,0,0,5,invalid_value,583
6987.0,15702377.0,Knorr,627,Spain,Male,48.0,1,invalid_value,1.0,1,0,78899.22,0,0,5,GOLD,419
6988.0,15577170.0,Manfrin,532,France,Male,60.0,5,76705.87,2.0,0,1,13889.73,0,0,5,GOLD,753
6989.0,15769451.0,Hayes,764,France,Female,44.0,1,0.0,2.0,1,1,11467.38,0,0,1,PLATINUM,827
6990.0,15811877.0,Shao,700,France,Female,36.0,4,0.0,2.0,1,0,130789.15,0,0,2,GOLD,663
6991.0,15648725.0,Sinclair,660,France,Male,41.0,3,0.0,2.0,1,1,108665.89,0,,4,DIAMOND,265
6992.0,15752801.0,Bradshaw,518,Germany,Male,29.0,9,125961.74,2.0,1,0,160303.08,1,1,3,DIAMOND,586
6993.0,15808175.0,Castiglione,557,France,Female,39.0,7,49572.73,1.0,1,0,115287.99,1,1,2,SILVER,647
6994.0,15681342.0,Hurst,639,France,Female,35.0,1,103015.12,2.0,1,1,139094.12,,0,1,PLATINUM,467
6995.0,15589210.0,Adamson,557,France,,24.0,4,0.0,1.0,0,0,20515.72,0,0,5,GOLD,532
6996.0,15696826.0,James,633,France,Female,32.0,,104001.38,1.0,0,1,36642.65,0,0,3,DIAMOND,511
6997.0,15614962.0,Pavlova,623,Spain,Female,50.0,2,87116.71,1.0,1,1,104382.11,0,0,5,SILVER,970
6998.0,,Davey,611,France,Male,68.0,5,82547.11,2.0,1,1,146448.01,0,0,3,GOLD,631
6999.0,15640074.0,Barrett,666,Spain,Female,47.0,5,0.0,1.0,0,0,166650.9,1,1,3,SILVER,988
7000.0,15776156.0,Dolgorukova,521,France,Male,27.0,4,121325.84,1.0,1,1,164223.7,1,1,3,invalid_value,575
7001.0,15739548.0,Johnson,775,France,Male,28.0,9,111167.7,1.0,1,0,149331.01,0,0,5,SILVER,684
7002.0,15662854.0,Manna,681,Germany,Male,48.0,5,139714.4,2.0,0,0,73066.72,0,0,3,GOLD,541
7003.0,15687688.0,Hou,564,Germany,Female,32.0,10,139875.2,2.0,1,0,invalid_value,0,0,1,SILVER,
7004.0,15715750.0,Okeke,646,Germany,Female,44.0,2,113063.83,1.0,0,0,53072.49,1,1,3,SILVER,661
7005.0,invalid_value,,670,France,Female,50.0,8,138340.06,1.0,0,1,3159.15,0,0,1,SILVER,603
7006.0,15726466.0,Esposito,751,,Male,43.0,1,114974.24,1.0,1,0,125920.54,0,0,2,DIAMOND,907
7007.0,15660390.0,Boyle,544,France,Female,33.0,6,0.0,2.0,1,1,124113.04,0,0,4,SILVER,617
7008.0,15663942.0,Hsiung,639,France,Female,38.0,5,0.0,2.0,0,0,93716.38,0,0,2,PLATINUM,539
7009.0,15638610.0,Kennedy,635,Germany,Female,65.0,5,117325.54,1.0,1,0,155799.86,1,1,3,PLATINUM,958
7010.0,15644446.0,Norton,672,France,Female,28.0,6,0.0,1.0,0,1,invalid_value,0,0,3,PLATINUM,629
7011.0,15585892.0,Zakharov,639,France,Female,35.0,8,0.0,1.0,0,0,164453.98,0,0,4,PLATINUM,535
7012.0,15609356.0,Chimaraoke,697,France,Female,25.0,1,0.0,2.0,0,0,87803.32,0,0,2,PLATINUM,851
7013.0,15803378.0,Small,850,Spain,Male,44.0,8,0.0,2.0,1,1,183617.32,0,0,1,GOLD,783
7014.0,15599440.0,McGregor,748,France,invalid_value,34.0,8,0.0,2.0,1,0,,0,0,,GOLD,932
7015.0,15692408.0,Brown,463,Spain,Female,35.0,2,0.0,2.0,1,1,1950.93,0,0,2,DIAMOND,803
7016.0,15683168.0,Frederickson,572,France,Female,30.0,6,invalid_value,1.0,0,1,175025.27,0,0,3,SILVER,468
7017.0,15790254.0,Wood,741,Spain,Male,50.0,1,78737.61,1.0,1,1,13018.96,0,0,invalid_value,PLATINUM,261
7018.0,15767729.0,Smith,646,Spain,Male,25.0,5,182876.88,,1,1,42537.59,1,1,1,GOLD,989
7019.0,15768600.0,Harris,805,Germany,Male,50.0,9,130023.38,1.0,1,0,62989.82,1,1,2,GOLD,246
7020.0,15699839.0,Hall,637,France,Male,36.0,2,152606.82,1.0,1,1,71692.8,0,0,4,SILVER,985
7021.0,15786237.0,Pickworth,651,France,Male,28.0,7,0.0,2.0,1,0,823.96,0,0,1,invalid_value,383
7022.0,15694530.0,Porter,672,France,Male,28.0,4,167268.98,1.0,1,1,169469.3,0,0,3,DIAMOND,698
7023.0,15796813.0,Storey,493,,Male,54.0,3,167831.88,2.0,1,0,150159.95,1,1,5,PLATINUM,591
7024.0,15605791.0,Li,524,Germany,Male,29.0,9,144287.6,2.0,1,0,32063.3,0,invalid_value,3,PLATINUM,311
7025.0,15714087.0,McGill,624,Germany,Female,45.0,5,151855.33,1.0,1,0,68794.15,0,0,5,GOLD,335
7026.0,15711446.0,Sinclair,569,Spain,Female,51.0,3,0.0,3.0,1,0,75084.96,1,1,2,SILVER,
7027.0,15588123.0,Horton,677,invalid_value,Female,27.0,2,0.0,2.0,0,1,114685.92,0,0,2,PLATINUM,273
7028.0,15748552.0,Sal,464,Germany,Male,37.0,4,155994.15,1.0,0,0,143665.44,0,invalid_value,4,PLATINUM,772
invalid_value,15618410.0,Murray,718,Germany,Male,26.0,7,147527.03,1.0,0,0,51099.56,0,0,4,PLATINUM,955
7030.0,15672432.0,Giles,594,France,Female,53.0,4,0.0,1.0,1,0,5408.74,1,1,2,PLATINUM,985
7031.0,15610042.0,Brown,574,France,Male,33.0,8,100267.03,1.0,1,0,103006.27,0,0,2,DIAMOND,949
7032.0,15580914.0,Okechukwu,478,Spain,Male,48.0,0,83287.05,2.0,0,1,44147.95,1,1,2,GOLD,706
